"",id,trait,note,group_name,mr,year,author,sex,pmid,population,unit,sample_size,nsnp,build,category,subcategory,ontology,ncase,consortium,ncontrol,priority,sd
"126",ukb-e-3761_AFR,"Age hay fever, rhinitis or eczema diagnosed",NA,public,1,2020,Pan-UKB team,Males and Females,,African American or Afro-Caribbean,NA,1437,15535844,HG19/GRCh37,Continuous,NA,NA,1437,NA,0,0,
"127",ukb-b-8800,Interpolated Year when cancer first diagnosed,20006: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,39107,9851867,HG19/GRCh37,Continuous,NA,NA,,MRC-IEU,,1,
"128",ukb-e-20107_p4_CSA,Illnesses of father,NA,public,1,2020,Pan-UKB team,Males and Females,,South Asian,NA,7132,9825476,HG19/GRCh37,Binary,NA,NA,6296,NA,836,0,
"129",ukb-d-C79,Diagnoses - main ICD10: C79 Secondary malignant neoplasm of other sites,NA,public,1,2018,Neale lab,Males and Females,,European,NA,361194,9696317,HG19/GRCh37,Binary,NA,NA,1099,NA,360095,0,
"130",ubm-a-3129,a2009s rh S parieto occipital thickness,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,8411,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"131",ukb-e-20004_p97_CSA,Operation code,NA,public,1,2020,Pan-UKB team,Males and Females,,South Asian,NA,8849,9738895,HG19/GRCh37,Binary,NA,NA,233,NA,8616,0,
"132",ubm-a-1096,NET25 0150,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7916,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"133",ebi-a-GCST90011534,C_Negativicutes prevalence,NA,public,1,2021,R<U+00FC>hlemann MC,NA,33462482,European,NA,8956,5356641,HG19/GRCh37,NA,NA,NA,,NA,,0,
"134",ukb-d-K11_OTHGASTR,Other gastritis (incl. Duodenitis),NA,public,1,2018,Neale lab,Males and Females,,European,NA,361194,13356120,HG19/GRCh37,Binary,NA,NA,10518,NA,350676,0,
"135",ukb-e-24009_AFR,Traffic intensity on the nearest road,NA,public,1,2020,Pan-UKB team,Males and Females,,African American or Afro-Caribbean,NA,6507,15532599,HG19/GRCh37,Continuous,NA,NA,6507,NA,0,0,
"136",ukb-e-52_p2_EAS,Month of birth,NA,public,1,2020,Pan-UKB team,Males and Females,,East Asian,NA,2709,8232357,HG19/GRCh37,Binary,NA,NA,270,NA,2439,0,
"137",finn-b-H8_EXT_ABSC,Abscess of external ear,H8_EXT_ABSC,public,1,2021,NA,Males and Females,,European,NA,,16380437,HG19/GRCh37,Binary,NA,NA,209,NA,214100,0,
"138",ebi-a-GCST90001538,Central Memory CD4+ T cell %CD4+ T cell,NA,public,1,2020,Orr<U+00F9> V,NA,32929287,European,NA,3427,15141588,HG19/GRCh37,NA,NA,NA,,NA,,0,
"139",bbj-a-16,Chloride,NA,public,1,2019,Ishigaki K,Males and Females,29403010,East Asian,NA,126402,6108953,HG19/GRCh37,Continuous,NA,NA,,NA,,0,
"140",ukb-e-2020_EAS,"Loneliness, isolation",NA,public,1,2020,Pan-UKB team,Males and Females,,East Asian,NA,2519,8269398,HG19/GRCh37,Binary,NA,NA,461,NA,2058,0,
"141",ieu-a-1137,ER- Breast cancer (GWAS),,public,1,2017,Michailidou K,Females,29059683,European,log odds,22068,10680257,HG19/GRCh37,Disease,Cancer,NA,4480,BCAC,17588,1,
"142",ukb-b-8241,Treatment/medication code: prednisolone,20003#1140874930: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,462933,9851867,HG19/GRCh37,Binary,NA,NA,2626,MRC-IEU,460307,1,
"143",ubm-a-2371,NET100 1215,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7916,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"144",ubm-a-1289,NET100 0133,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7916,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"145",ubm-a-1624,NET100 0468,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7916,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"146",ukb-e-6150_p2_MID,Vascular/heart problems diagnosed by doctor,NA,public,1,2020,Pan-UKB team,Males and Females,,"Greater Middle Eastern (Middle Eastern, North African, or Persian)",NA,1555,11784366,HG19/GRCh37,Binary,NA,NA,1131,NA,424,0,
"147",ebi-a-GCST90011311,F_Coriobacteriaceae abundance,NA,public,1,2021,R<U+00FC>hlemann MC,NA,33462482,European,NA,8956,5403738,HG19/GRCh37,NA,NA,NA,,NA,,0,
"148",finn-b-AB1_ZOSTER,Zoster [herpes zoster],AB1_ZOSTER,public,1,2021,NA,Males and Females,,European,NA,,16380433,HG19/GRCh37,Binary,NA,NA,2080,NA,211856,0,
"149",ebi-a-GCST004455,Interleukin-2 levels,NA,public,1,2016,Ahola-Olli AV,NA,27989323,European,NA,3475,9512914,HG19/GRCh37,NA,NA,NA,,NA,,0,
"150",finn-b-MUCOPROCT,Mucosal proctocolitis,MUCOPROCT,public,1,2021,NA,Males and Females,,European,NA,,16380454,HG19/GRCh37,Binary,NA,NA,1973,NA,210300,0,
"151",ukb-b-13998,Diagnoses - secondary ICD10: N84.0 Polyp of corpus uteri,41204#N840: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,463010,9851867,HG19/GRCh37,Binary,NA,NA,2252,MRC-IEU,460758,1,
"152",ubm-a-532,IDP dMRI TBSS OD Middle cerebellar peduncle,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7532,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"153",ebi-a-GCST90012041,Kidney injury molecule 1 levels,NA,public,1,2020,Folkersen L,NA,33067605,European,NA,21758,13103458,HG19/GRCh37,NA,NA,NA,,NA,,0,
"154",ukb-d-22614_1,Worked with pesticides: Sometimes,NA,public,1,2018,Neale lab,Males and Females,,European,NA,88141,11359743,HG19/GRCh37,Binary,NA,NA,3385,NA,84756,0,
"155",ukb-e-1930_MID,Miserableness,NA,public,1,2020,Pan-UKB team,Males and Females,,"Greater Middle Eastern (Middle Eastern, North African, or Persian)",NA,1502,11880490,HG19/GRCh37,Binary,NA,NA,684,NA,818,0,
"156",ubm-a-1544,NET100 0388,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7916,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"157",ebi-a-GCST90002245,Glycated hemoglobin levels,NA,public,1,2021,Chen J,NA,34059833,Hispanic or Latin American,NA,15248,27464662,HG19/GRCh37,NA,NA,NA,,NA,,0,
"158",ukb-b-13978,Average monthly intake of other alcoholic drinks,4462: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,34317,9851867,HG19/GRCh37,Categorical Ordered,NA,NA,,MRC-IEU,,1,
"159",ukb-d-M13_GANGLION,Ganglion,NA,public,1,2018,Neale lab,Males and Females,,European,NA,361194,10642236,HG19/GRCh37,Binary,NA,NA,2239,NA,358955,0,
"160",ukb-b-2285,Diagnoses - main ICD10: H25.0 Senile incipient cataract,41202#H250: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,463010,9851867,HG19/GRCh37,Binary,NA,NA,1061,MRC-IEU,461949,1,
"161",ubm-a-2472,NET100 1316,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7916,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"162",ukb-e-30140_AFR,Neutrophill count,NA,public,1,2020,Pan-UKB team,Males and Females,,African American or Afro-Caribbean,NA,6262,15531513,HG19/GRCh37,Continuous,NA,NA,6262,NA,0,0,
"163",ebi-a-GCST90017108,Gut microbiota abundance (order Verrucomicrobiales id.4030),NA,public,1,2021,Kurilshikov A,NA,33462485,European,NA,14306,5518011,HG19/GRCh37,NA,NA,NA,,NA,,0,
"164",finn-b-L12_INTERNALSUBSTANCEDERM,Dermatitis due to substances taken internally,L12_INTERNALSUBSTANCEDERM,public,1,2021,NA,Males and Females,,European,NA,,16380429,HG19/GRCh37,Binary,NA,NA,1181,NA,198740,0,
"165",finn-b-H7_BLINDANDVISIMPAIRMENT,Visual impairment including blindness (binocular or monocular),H7_BLINDANDVISIMPAIRMENT,public,1,2021,NA,Males and Females,,European,NA,,16380453,HG19/GRCh37,Binary,NA,NA,903,NA,210866,0,
"166",finn-b-ASTHMA_NAS,"Asthma, unspecified (mode)",ASTHMA_NAS,public,1,2021,NA,Males and Females,,European,NA,,16379960,HG19/GRCh37,Binary,NA,NA,9443,NA,135449,0,
"167",ukb-b-1707,Average weekly spirits intake,1598: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,326565,9851867,HG19/GRCh37,Categorical Ordered,NA,NA,,MRC-IEU,,1,
"168",ukb-e-30200_AFR,Neutrophill percentage,NA,public,1,2020,Pan-UKB team,Males and Females,,African American or Afro-Caribbean,NA,6262,15531513,HG19/GRCh37,Continuous,NA,NA,6262,NA,0,0,
"169",ebi-a-GCST90007307,circulating leptin levels,NA,public,1,2020,Yaghootkar H,NA,32917775,Mixed,NA,56802,231001,HG19/GRCh37,NA,NA,NA,,NA,,0,
"170",ukb-e-2020_MID,"Loneliness, isolation",NA,public,1,2020,Pan-UKB team,Males and Females,,"Greater Middle Eastern (Middle Eastern, North African, or Persian)",NA,1494,11807375,HG19/GRCh37,Binary,NA,NA,427,NA,1067,0,
"171",ebi-a-GCST90002352,Neutrophil count,NA,public,1,2020,Chen MH,NA,32888493,East Asian,NA,78744,14993933,HG19/GRCh37,NA,NA,NA,,NA,,0,
"172",ukb-e-100490_AFR,Intake of sugar added to tea,NA,public,1,2020,Pan-UKB team,Males and Females,,African American or Afro-Caribbean,NA,1207,15533528,HG19/GRCh37,Continuous,NA,NA,1207,NA,0,0,
"173",ukb-e-23109_AFR,Impedance of arm (right),NA,public,1,2020,Pan-UKB team,Males and Females,,African American or Afro-Caribbean,NA,6458,15531742,HG19/GRCh37,Continuous,NA,NA,6458,NA,0,0,
"174",ubm-a-1052,NET25 0106,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7916,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"175",finn-b-Z21_DEPENDENCE_ENABL_MACHINES_DEVICES_NOT_ELSEW_CLASSIFIED,"Dependence on enabling machines and devices, not elsewhere classified",Z21_DEPENDENCE_ENABL_MACHINES_DEVICES_NOT_ELSEW_CLASSIFIED,public,1,2021,NA,Males and Females,,European,NA,,16380402,HG19/GRCh37,Binary,NA,NA,168,NA,195047,0,
"176",finn-b-G6_NEUINFL,Inflammatory diseases of the central nervous system,G6_NEUINFL,public,1,2021,NA,Males and Females,,European,NA,,16380466,HG19/GRCh37,Binary,NA,NA,1307,NA,217485,0,
"177",ukb-b-16066,Spreads/sauces consumers,103310: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,64949,9851867,HG19/GRCh37,Binary,NA,NA,32699,MRC-IEU,32250,1,
"178",ebi-a-GCST90016666,Liver volume,NA,public,1,2021,Liu Y,NA,34128465,European,NA,32860,9275407,HG19/GRCh37,NA,NA,NA,,NA,,0,
"179",finn-b-I9_PAROXTAC_EXNONE,Paroxysmal tachycardia (no controls excluded),I9_PAROXTAC_EXNONE,public,1,2021,NA,Males and Females,,European,NA,,16380466,HG19/GRCh37,Binary,NA,NA,4787,NA,214005,0,
"180",ukb-a-113,Non-cancer illness code  self-reported: arthritis (nos),NA,public,1,2017,Neale,Males and Females,,European,SD,337159,10894596,HG19/GRCh37,NA,NA,NA,2599,Neale Lab,334560,1,
"181",ukb-e-21000_p17_AFR,Ethnic background,NA,public,1,2020,Pan-UKB team,Males and Females,,African American or Afro-Caribbean,NA,6482,15532225,HG19/GRCh37,Binary,NA,NA,511,NA,5971,0,
"182",ebi-a-GCST90000514,Gastroesophageal reflux disease,NA,public,1,2021,Ong JS,NA,34187846,European,NA,602604,2320781,HG19/GRCh37,NA,NA,NA,129080,NA,473524,0,
"183",finn-b-CD2_BENIGN_SKIN_LIP_EXALLC,Benign neoplasm: Skin of lip (all cancers excluded),CD2_BENIGN_SKIN_LIP_EXALLC,public,1,2021,NA,Males and Females,,European,NA,,16380337,HG19/GRCh37,Binary,NA,NA,216,NA,180608,0,
"184",ukb-a-426,Eye problems/disorders: Cataract,NA,public,1,2017,Neale,Males and Females,,European,SD,108817,10894596,HG19/GRCh37,NA,NA,NA,10475,Neale Lab,98342,1,
"185",ubm-a-2420,NET100 1264,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7916,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"186",ubm-a-2198,NET100 1042,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7916,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"187",ebi-a-GCST90001721,CD19 on CD20- B cell,NA,public,1,2020,Orr<U+00F9> V,NA,32929287,European,NA,3656,15048785,HG19/GRCh37,NA,NA,NA,,NA,,0,
"188",ukb-b-12060,PCT where patients GP was registered: NORTH HAMPSHIRE PCT,41230#5DF: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,463010,9851867,HG19/GRCh37,Binary,NA,NA,1008,MRC-IEU,462002,1,
"189",ukb-b-18138,Operation code: coronary angiogram,20004#1514: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,462933,9851867,HG19/GRCh37,Binary,NA,NA,3071,MRC-IEU,459862,1,
"190",ukb-a-303,Hair/balding pattern: Pattern 4,NA,public,1,2017,Neale,Males and Females,,European,SD,154988,10894596,HG19/GRCh37,NA,NA,NA,28389,Neale Lab,126599,1,
"191",ukb-e-709_p1_EAS,Number in household,NA,public,1,2020,Pan-UKB team,Males and Females,,East Asian,NA,2588,8261318,HG19/GRCh37,Continuous,NA,NA,2588,NA,0,0,
"192",ebi-a-GCST90010142,Interleukin-1-receptor antagonist levels,NA,public,1,2020,Gilly A,NA,33303764,European,NA,1301,18166693,HG19/GRCh37,NA,NA,NA,,NA,,0,
"193",ukb-b-13932,Duration of vigorous activity,914: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,251501,9851867,HG19/GRCh37,Continuous,NA,NA,,MRC-IEU,,1,
"194",finn-b-C3_UNCERTAIN_SECONDARY,Secondary uncertain malignant neoplasm,C3_UNCERTAIN_SECONDARY,public,1,2021,NA,Males and Females,,European,NA,,16380466,HG19/GRCh37,Binary,NA,NA,1600,NA,217192,0,
"195",ukb-e-recode167_EAS,NA,NA,public,1,2020,Pan-UKB team,Males and Females,,East Asian,NA,2709,8263360,HG19/GRCh37,Binary,NA,NA,482,NA,2227,0,
"196",ukb-b-4094,Length of mobile phone use,1110: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,456972,9851867,HG19/GRCh37,Categorical Ordered,NA,NA,,MRC-IEU,,1,
"197",ukb-e-PP_p4_MID,"Pulse pressure, combined automated + manual reading, adjusted by medication",NA,public,1,2020,Pan-UKB team,Males and Females,,"Greater Middle Eastern (Middle Eastern, North African, or Persian)",NA,1522,11883944,HG19/GRCh37,Continuous,NA,NA,1522,NA,0,0,
"198",ukb-e-4106_CSA,"Heel bone mineral density (BMD) T-score, automated (left)",NA,public,1,2020,Pan-UKB team,Males and Females,,South Asian,NA,5431,9807084,HG19/GRCh37,Continuous,NA,NA,5431,NA,0,0,
"199",ukb-b-9708,Diagnoses - main ICD10: M79.66 Pain in limb (Lower leg),41202#M7966: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,463010,9851867,HG19/GRCh37,Binary,NA,NA,1689,MRC-IEU,461321,1,
"200",ukb-b-2557,Smoked cigarette or pipe within last hour,3159: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,43496,9851867,HG19/GRCh37,Binary,NA,NA,5587,MRC-IEU,37909,1,
"201",finn-b-AB1_VIRAL_ENCEPHALITIS_NOS,"Viral encephalitis, not elsewhere classified/unspecified",AB1_VIRAL_ENCEPHALITIS_NOS,public,1,2021,NA,Males and Females,,European,NA,,16380460,HG19/GRCh37,Binary,NA,NA,268,NA,217637,0,
"202",ebi-a-GCST006099,Accelerometer-based physical activity measurement (average acceleration),NA,public,1,2018,Klimentidis YC,NA,29899525,European,NA,91084,11796201,HG19/GRCh37,NA,NA,NA,,NA,,0,
"203",finn-b-ST19_DISLO_SPRAIN_STRAIN_JOINTS_LIGAM_HEAD,"Dislocation, sprain and strain of joints and ligaments of head",ST19_DISLO_SPRAIN_STRAIN_JOINTS_LIGAM_HEAD,public,1,2021,NA,Males and Females,,European,NA,,16380358,HG19/GRCh37,Binary,NA,NA,564,NA,196254,0,
"204",ukb-e-5108_AFR,3mm asymmetry angle (right),NA,public,1,2020,Pan-UKB team,Males and Females,,African American or Afro-Caribbean,NA,2991,15537137,HG19/GRCh37,Continuous,NA,NA,2991,NA,0,0,
"205",ukb-e-20502_AFR,Ever had period extreme irritability,NA,public,1,2020,Pan-UKB team,Males and Females,,African American or Afro-Caribbean,NA,917,15075680,HG19/GRCh37,Binary,NA,NA,220,NA,697,0,
"206",ukb-e-20521_CSA,Belittlement by partner or ex-partner as an adult,NA,public,1,2020,Pan-UKB team,Males and Females,,South Asian,NA,1170,9809898,HG19/GRCh37,Continuous,NA,NA,1170,NA,0,0,
"207",ukb-b-4106,Chest pain or discomfort when walking uphill or hurrying,3751: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,57944,9851867,HG19/GRCh37,Binary,NA,NA,15422,MRC-IEU,42522,1,
"208",ebi-a-GCST010779,COVID-19 (hospitalized vs population) RELEASE 4,NA,public,1,2020,COVID-19 Host Genetics Initiative,NA,32404885,European,NA,908494,11272365,HG19/GRCh37,NA,NA,NA,6406,NA,902088,0,
"209",ukb-e-24004_AFR,Nitrogen oxides air pollution; 2010,NA,public,1,2020,Pan-UKB team,Males and Females,,African American or Afro-Caribbean,NA,6507,15532599,HG19/GRCh37,Continuous,NA,NA,6507,NA,0,0,
"210",ebi-a-GCST90011505,TestASV_28 (Holdemanella) abundance,NA,public,1,2021,R<U+00FC>hlemann MC,NA,33462482,European,NA,8956,5518386,HG19/GRCh37,NA,NA,NA,,NA,,0,
"211",ubm-a-1745,NET100 0589,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7916,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"212",ubm-a-2688,volume Optic-Chiasm,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,8411,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"213",ebi-a-GCST006675,Peak insulin response (BMI and insulin secretion adjusted),NA,public,1,2017,Wood AR,NA,28490609,Hispanic or Latin American,NA,2337,9598299,HG19/GRCh37,NA,NA,NA,,NA,,0,
"214",ukb-e-recode124_CSA,NA,NA,public,1,2020,Pan-UKB team,Males and Females,,South Asian,NA,8876,9762745,HG19/GRCh37,Binary,NA,NA,260,NA,8616,0,
"215",ukb-e-87_MID,Non-cancer illness year/age first occurred,NA,public,1,2020,Pan-UKB team,Males and Females,,"Greater Middle Eastern (Middle Eastern, North African, or Persian)",NA,1136,11867387,HG19/GRCh37,Continuous,NA,NA,1136,NA,0,0,
"216",ukb-a-484,Types of physical activity in last 4 weeks: Other exercises (eg: swimming  cycling  keep fit  bowling),NA,public,1,2017,Neale,Males and Females,,European,SD,335599,10894596,HG19/GRCh37,NA,NA,NA,162803,Neale Lab,172796,1,
"217",ukb-e-recode260_CSA,NA,NA,public,1,2020,Pan-UKB team,Males and Females,,South Asian,NA,8876,9809037,HG19/GRCh37,Binary,NA,NA,1066,NA,7810,0,
"218",ukb-d-COLITNONINFNAS,Noninfectious colitis NAS,NA,public,1,2018,Neale lab,Males and Females,,European,NA,361194,13071028,HG19/GRCh37,Binary,NA,NA,8945,NA,352249,0,
"219",ubm-a-2092,NET100 0936,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7916,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"220",finn-b-CD2_BENIGN_MENINGES_SPINAL,Benign neoplasm: Spinal meninges,CD2_BENIGN_MENINGES_SPINAL,public,1,2021,NA,Males and Females,,European,NA,,16380466,HG19/GRCh37,Binary,NA,NA,118,NA,218674,0,
"221",ukb-b-3475,Operative procedures - secondary OPCS: M45.9 Unspecified diagnostic endoscopic examination of bladder,41210#M459: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,463010,9851867,HG19/GRCh37,Binary,NA,NA,4336,MRC-IEU,458674,1,
"222",ukb-b-13773,Operative procedures - secondary OPCS: Y84.8 Other specified other anaesthetic,41210#Y848: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,463010,9851867,HG19/GRCh37,Binary,NA,NA,1909,MRC-IEU,461101,1,
"223",ebi-a-GCST90001686,CD28- CD8+ T cell %CD8+ T cell,NA,public,1,2020,Orr<U+00F9> V,NA,32929287,European,NA,3440,15147619,HG19/GRCh37,NA,NA,NA,,NA,,0,
"224",ukb-a-9,Sleep duration,NA,public,1,2017,Neale,Males and Females,,European,SD,335410,10894596,HG19/GRCh37,NA,NA,NA,,Neale Lab,,1,
"225",ukb-b-12234,Operation code: cystectomy,20004#1429: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,462933,9851867,HG19/GRCh37,Binary,NA,NA,2447,MRC-IEU,460486,1,
"226",ebi-a-GCST90010327,Meteorin-like protein levels,NA,public,1,2020,Gilly A,NA,33303764,European,NA,1313,18197903,HG19/GRCh37,NA,NA,NA,,NA,,0,
"227",ukb-b-14162,PCT where patients GP was registered: KIRKLEES PCT,41230#5N2: Output from GWAS pipeline using Phesant derived variables from UKBiobank,public,1,2018,Ben Elsworth,Males and Females,,European,SD,463010,9851867,HG19/GRCh37,Binary,NA,NA,2290,MRC-IEU,460720,1,
"228",finn-b-F5_DEMENTIA,Dementia,F5_DEMENTIA,public,1,2021,NA,Males and Females,,European,NA,,16380463,HG19/GRCh37,Binary,NA,NA,7284,NA,209487,0,
"229",ukb-e-102360_AFR,Sweet biscuits intake,NA,public,1,2020,Pan-UKB team,Males and Females,,African American or Afro-Caribbean,NA,1207,15533528,HG19/GRCh37,Continuous,NA,NA,1207,NA,0,0,
"230",ubm-a-2109,NET100 0953,NA,public,1,2018,Elliott LT,Males,30305740,European,NA,7916,11734354,HG19/GRCh37,Continuous,Psychiatric / neurological,NA,,NA,,0,
"231",ieu-a-966,Lung cancer,,public,1,2014,Wang Y,Males and Females,24880342,European,log odds,27209,8945893,HG19/GRCh37,Disease,Cancer,NA,11348,ILCCO,15861,1,
